Descr,Degree of Truth
For around half patients in euthymia with high energy_mean we have high localjitter,1.0
For few patients in euthymia with high energy_mean we have high localjitter,0.0
For almost none patients in euthymia with high energy_mean we have high localjitter,0.0
For almost every patients in euthymia with high energy_mean we have low localshimmer,0.0
For most patients in euthymia with high energy_mean we have low localshimmer,0.18693412505003593
For around half patients in euthymia with high energy_mean we have low localshimmer,1.0
For few patients in euthymia with high energy_mean we have low localshimmer,0.0
For almost none patients in euthymia with high energy_mean we have low localshimmer,0.0
For almost every patients in euthymia with high energy_mean we have medium localshimmer,0.0
For most patients in euthymia with high energy_mean we have medium localshimmer,0.0
For around half patients in euthymia with high energy_mean we have medium localshimmer,0.3212130737677279
For few patients in euthymia with high energy_mean we have medium localshimmer,0.6072721557393632
For almost none patients in euthymia with high energy_mean we have medium localshimmer,0.0
For almost every patients in euthymia with high energy_mean we have high localshimmer,0.0
For most patients in euthymia with high energy_mean we have high localshimmer,0.0
For around half patients in euthymia with high energy_mean we have high localshimmer,1.0
For few patients in euthymia with high energy_mean we have high localshimmer,0.0
For almost none patients in euthymia with high energy_mean we have high localshimmer,0.0
For almost every patients in euthymia with high energy_mean we have low pitch_mean,0.0
For most patients in euthymia with high energy_mean we have low pitch_mean,0.0
For around half patients in euthymia with high energy_mean we have low pitch_mean,1.0
For few patients in euthymia with high energy_mean we have low pitch_mean,0.06116117909599506
For almost none patients in euthymia with high energy_mean we have low pitch_mean,0.0
For almost every patients in euthymia with high energy_mean we have medium pitch_mean,0.0
For most patients in euthymia with high energy_mean we have medium pitch_mean,0.0
For around half patients in euthymia with high energy_mean we have medium pitch_mean,0.0
For few patients in euthymia with high energy_mean we have medium pitch_mean,0.9885636039649605
For almost none patients in euthymia with high energy_mean we have medium pitch_mean,0.314272673274934
For almost every patients in euthymia with high energy_mean we have high pitch_mean,0.0
For most patients in euthymia with high energy_mean we have high pitch_mean,0.3246834676459152
For around half patients in euthymia with high energy_mean we have high pitch_mean,0.7921942205901409
For few patients in euthymia with high energy_mean we have high pitch_mean,0.0
For almost none patients in euthymia with high energy_mean we have high pitch_mean,0.0
For almost every patients in depression with high energy_mean we have low energy_mean,0.0
For most patients in depression with high energy_mean we have low energy_mean,0.0
For around half patients in depression with high energy_mean we have low energy_mean,0.16655815271595334
For few patients in depression with high energy_mean we have low energy_mean,0.700065108370428
For almost none patients in depression with high energy_mean we have low energy_mean,0.0
For almost every patients in depression with high energy_mean we have medium energy_mean,0.0
For most patients in depression with high energy_mean we have medium energy_mean,0.0
For around half patients in depression with high energy_mean we have medium energy_mean,0.4096388387950124
For few patients in depression with high energy_mean we have medium energy_mean,0.5542166967229926
For almost none patients in depression with high energy_mean we have medium energy_mean,0.0
For almost every patients in depression with high energy_mean we have low f0_slope_mean,0.0
For most patients in depression with high energy_mean we have low f0_slope_mean,0.15423280662875177
For around half patients in depression with high energy_mean we have low f0_slope_mean,1.0
For few patients in depression with high energy_mean we have low f0_slope_mean,0.0
For almost none patients in depression with high energy_mean we have low f0_slope_mean,0.0
For almost every patients in depression with high energy_mean we have medium f0_slope_mean,0.0
For most patients in depression with high energy_mean we have medium f0_slope_mean,0.0
For around half patients in depression with high energy_mean we have medium f0_slope_mean,0.6919058124296664
For few patients in depression with high energy_mean we have medium f0_slope_mean,0.38485651254220016
For almost none patients in depression with high energy_mean we have medium f0_slope_mean,0.0
For almost every patients in depression with high energy_mean we have high f0_slope_mean,0.0
For most patients in depression with high energy_mean we have high f0_slope_mean,0.0
For around half patients in depression with high energy_mean we have high f0_slope_mean,1.0
For few patients in depression with high energy_mean we have high f0_slope_mean,0.0
